"Platform","Game Summary","Publisher","3D","Title","Series","Series Order","Rating","Genre","Subgenre","IGN Score","Release Date","Developers","Players","Country of Purchase","Input Devices","Media Type","Special Edition","Discs","Packaging","Quantity","Estimated Value","Purchase Price","Purchase Date","Condition","Notes","Barcode","Item ID","Date Added", Collection/Wishlist
"3DS","Sealed","D3 Publisher","Yes","Dream Trigger 3D","","","E","Top Down Shooter","","6","2011-05-10","ART Co.","2","United States","Handheld Console","Cartridge","No","1","Snap Case","1","$10.27","$10.27","2011-12-10","","","879278360006","1117580","2019-01-03 22:02:06",Collection
"DS","","Dreamcatcher","No","Dreamer Series: Babysitter","","","E","","","","1969-12-31","","","Canada","Handheld Console","Cartridge","","","Snap Case","1","","$5.40","2020-04-22","Used","Complete in Case
eBay","625904719911","1494820","2020-04-25 23:16:21",Collection
"DS","","Dreamcatcher","No","Dreamer Series: Horse Trainer","","","E","","","","","","","United States","Handheld Console","Cartridge","","","Snap Case","1","","$12.50","2021-03-21","Used","Complete in Case
eBay","625904702913","1729159","2021-06-05 17:40:18",Collection
"DS","","Dreamcatcher","No","Dreamer Series: Pop Star","","","E","","","","","","","United States","Handheld Console","Cartridge","","","Snap Case","1","","$7.99","2020-04-03","Sealed In Case - Possible Reseal","eBay","625904704917","1717359","2020-04-11 20:49:00",Collection
"DS","","Dreamcatcher","No","Dreamer Series: Puppy Trainer","","","E","","","","1969-12-31","","","United States","Handheld Console","Cartridge","","","Snap Case","1","","$5.00","2019-11-26","Complete In Case","Game Over - 410","625904703910","1146041","2020-02-01 14:45:35",Collection
"DS","","Dreamcatcher","No","Dreamer Series: Shop Owner","","","E","","","","1969-12-31","","","United States","Handheld Console","Cartridge","","","Snap Case","1","","$5.00","2019-11-26","Complete In Case","Game Over - 410","625904721914","1350879","2020-02-01 14:44:52",Collection
"DS","","Dreamcatcher","No","Dreamer Series: Teacher","","","","Simulation","","","1969-12-31","Dreamcatcher","","United States","Handheld Console","Cartridge","","","Snap Case","1","","$2.97","2020-01-23","Used","Complete in Case
Lukie Games","625904720917","1416423","2020-02-15 23:09:06",Collection
"DS","","Dreamcatcher","No","Dreamer Series: Top Model","","","E","","","","1969-12-31","","","United States","Handheld Console","Cartridge","","","Snap Case","1","","$7.00","2020-04-03","Sealed In Case","eBay","625904701916","1009193","2020-04-11 20:47:02",Collection
"DS","","Dream Catcher","No","Dreamer Series: Zoo Keeper","","","E","","","","","","","United States","Handheld Console","Cartridge","","","","1","","$9.45","2020-01-02","Used","Complete in Case
eBay","625904735911","1715637","2020-01-20 22:16:13",Collection
"3DS","","Activision","Yes","Dreamworks Super Star Kartz","","","E","Racing","","","2011-11-15","","","United States","Handheld Console","Cartridge","No","","Snap Case","1","$5.70","$5.70","2014-05-03","","","047875765986","1198490","2019-01-03 15:07:03",Collection
"DS","","Activision","No","Dreamworks Super Star Kartz","","","E","Racing","","","1969-12-31","Activision","","United States","Handheld Console","Cartridge","","","Snap Case","1","","$8.47","2020-02-16","Used","Complete in Case
Lukie Games","047875765962","1198489","2020-02-23 19:51:48",Collection
"3DS","Eres un antiguo policía, John Tanner, y trabajas fuera de la ley en las oscuras y peligrosas calles de New York para vence a señores del crimen que se reparten la ciudad...","Ubisoft","Yes","Driver Renegade","","","","Action, Racing, Sandbox","","6.2","2009-01-11","Ubisoft","1","United States","Handheld Console","Cartridge","No","0","Snap Case","1","$17.99","$17.99","2012-04-05","","","008888166719","1177997","2019-01-03 22:02:12",Collection
"DS","","Dreamcatcher","","Drivers ED Portable","","","E","Educational","","","1969-12-31","Trine Entertainment","","United States","Handheld Console","Cartridge","No","","Snap Case","1","$14.99","$14.99","2012-04-21","Complete In Case","GameStop","625904585912","1205691","2019-01-03 15:07:44",Collection
"DS","","Atlus USA","No","Drone Tactics","","","E10+","Role Playing Game, Strategy","","7.4","2008-05-13","Success","2","United States","Handheld Console","Cartridge","","","Snap Case","1","","$75.00","2020-01-01","Sealed In Case - Security Sticker Residue On Back And Looks Like Something Inside Seal","eBay","730865400157","1000130","2020-01-20 15:31:50",Collection
"DS","","THQ","No","Dropcast","","","E","Puzzle","","","1969-12-31","","1","United States","Handheld Console","Cartridge","","","Snap Case","1","","$9.93","2020-04-03","Complete In Case - Possible Fake Artwork","eBay","785138362076","1043316","2020-04-11 20:53:01",Collection
"3DS","","Bandai","Yes","Dual Pen Sports","","","","Sports","","","2011-06-21","BAN DAI","2","United States","Handheld Console","Cartridge","No","","Snap Case","1","$15.99","$15.99","2011-11-28","Sealed In Case","Amazon","722674700290","1147082","2019-01-03 15:06:58",Collection
"DS","","Vir2L Studios","No","Ducati Moto","","","E","Racing","","","1969-12-31","","","United States","Handheld Console","Cartridge","","","Snap Case","1","","$13.48","2020-03-08","Used","Complete in Case
eBay","093155126404","1038457","2020-03-21 21:53:07",Collection
"3DS","","Activision","Yes","Duck Dynasty","","","E10+","Adventure, First Person Shooter, Simulation","","","2015-10-10","Black Lantern Studios","1","United States","Handheld Console","Cartridge","No","0","Snap Case","1","$2.39","$2.39","2018-12-31","Complete In Case","GameStop - Huebner","047875770355","1390759","2020-01-26 18:01:30",Collection
"NES","","Capcom","No","Duck Tales","","","E","Platform","","82","1989-09-14","Capcom","1","United States","Controller Game Pad","Cartridge","No","1","Slip Sleeve","1","","","","","","013388110162","1348101","2019-01-03 15:05:55",Collection
"DS","","Deep Silver","No","Duke Nukem: Critical Mass","","","T","Action","","","1969-12-31","","2","United States","Handheld Console","Cartridge","","","Snap Case","1","","$31.15","2020-03-21","Used","Complete in Case
eBay","895678002988","1144156","2020-04-03 19:23:35",Collection
"DS","","Konami","No","Dungeon Explorer: Warriors Of Ancient Arts","","","E10+","Role Playing Game","","","1969-12-31","Hudson Soft","3","United States","Handheld Console","Cartridge","","","Snap Case","1","","$25.90","2020-02-24","Sealed In Case","eBay","083717241294","988390","2020-03-01 21:17:41",Collection
"DS","","UFO","No","Dungeon Raiders","","","E10+","Role Playing Game","","","1969-12-31","Cyanide Studio","1","Canada","Handheld Console","Cartridge","","","Snap Case","1","","$12.50","2020-04-05","Used","Complete in Case
eBay","695771802535","1147331","2020-04-13 22:09:00",Collection
"DS","","Koei","","Dynasty Warriors DS: Fighter’s Battle","","","","Hack n’ Slash","","","2007-07-24","Koei","3","United States","Handheld Console","Cartridge","","0","Snap Case","1","","","","Complete In Case","???","040198001724","1134431","2019-01-03 20:13:25",Collection
"DS","","Electronic Arts","No","EA Playground","","","E","Adventure, Sports","","","1969-12-31","","","United States","Handheld Console","Cartridge","","","Snap Case","1","","$5.00","2019-11-26","Complete In Case","Game Over - 410","014633157314","1524941","2020-02-01 14:46:09",Collection
"DS","","","","Easy Piano","","","E","Educational","","","1969-12-31","","","United States","Handheld Console","Cartridge","Yes","","Box Set","1","$12.00","$12.00","2012-04-08","Sealed In Box","Amazon","853333001561","1039679","2019-01-03 15:07:44",Collection
"Xbox 360","All of this plays out in a traditional third-person affair. Matt can only carry two guns, he can take cover on most objects, he can blind fire, there are power-ups that make him invulnerable and his attacks more powerful, and he can take out bad guys with melee moves. If you’ve played Gears, Dark Sector, or any of the other similar titles, you’ll immediately feel at home with Eat Lead. The one thing the game does add is Point to Cover. Here, Matt can be in cover on one object, point to the next object he wants to hide behind, tap one button, and jog on over there automatically.","D3 Publisher","No","Eat Lead: The Return of Matt Hazard","","","T","Action","","5.2. bc","2009-02-26","Vicious Cycle","1","Canada","Controller Game Pad","DVD","No","1","Colored Snap Case","1","$6.29","$6.29","2013-05-24","","","879278210059","927482","2019-01-03 15:06:49",Collection
"Sega Genesis","You are Ecco, a powerful young dolphin. A mysterious storm has swept your family from the sea. The search to find them will take you through vast underwater realms of treachery, beauty and adventure. Use your sonar to discover hidden caverns and unlock the secrets of crystal glyphs. Charge packs of bloodthirsty sharks. Dive deep... but don’t linger too long, because you’re a mammal and need air and need air to breath. In your quest, you’ll discover that more than your family’s safety is at stake. The fate of the whole world rests on your wits and fins.

Explore over 25 giant levels of solving puzzles and fighting denizens of the sea.

8 Megs of aquatic excitement with password save.

Knife through the waters, flip above the waves, with motions created from real dolphins.","Sega","No","Ecco the Dolphin","","","E","Platform, Side Scrolling","","7.0","1992-06-29","Novotrade International","1","United States","Controller Game Pad","Cartridge","No","0","Thick Snap Case","1","","","","","","010086010428","994666","2019-01-03 15:06:00",Collection
"DS","","Majesco Entertainment","No","Eco-Creatures Save The Forest","","","E","Strategy","","5.5","","","","United States","Handheld Console","Cartridge","","","Snap Case","1","","$10.00","2019-01-04","Used","Complete in Case
eBay","096427015123","998044","2019-01-11 21:12:23",Collection
"DS","","D3 Publisher","","Ed, Edd n Eddy: Scam of The Century","","","E","Platform, Side Scrolling","","","1969-12-31","D3 Publisher","1","United States","Handheld Console","Cartridge","No","0","Snap Case","1","$8.99","$8.99","2012-07-30","Complete In Case","GameStop","879278320062","1065571","2019-01-03 20:15:38",Collection
"Xbox 360","The player takes on the role of Enoch, a virtuous mortal from Heaven who, in order to prevent a great flood, ventures to imprison the seven Fallen Angels that turned their back on God.","Ignition Entertainment","No","El Shaddai: Ascension of the Metatron","","","T","Action, Adventure","","5.0","2011-08-16","IGNITION entertainment","1","United States","Controller Game Pad","DVD","No","1","Colored Snap Case","1","$6.74","$6.74","2013-11-01","","","893384000540","1160857","2019-01-03 15:07:01",Collection
"DS","","THQ","","El Tigre: The Adventures Of Manny Rivera","","","E","Platform","","","2007-01-20","Barking Lizards","2","United States","Handheld Console","Cartridge","No","","Snap Case","1","$6.29","$6.29","2012-04-12","Complete In Case","???","785138361376","1225469","2019-01-03 15:07:44",Collection
"Xbox","Complete","Microsoft Game Studios","No","Elder Scrolls III: Morrowind","","","T","Role Playing Game","","8.8","2002-06-04","Bethesda Softworks","1","United States","Controller Game Pad","DVD","No","1","Colored Snap Case","1","$6.99","$6.99","2013-06-27","","","093155116702","1019243","2019-01-03 15:06:54",Collection
"Xbox 360","+ Shivering Isles","Bethesda Softworks","No","Elder Scrolls IV: Oblivion: 5th Anniversary Edition, The","","","M","Role Playing Game","","9.0","2011-10-14","Bethesda Softworks","1","United States","Controller Game Pad","DVD","Yes","3","Steelbook","1","$29.99","$29.99","2011-05-24","","","093155117747","1154199","2019-01-03 15:06:21",Collection
"DS","","Konami","","Elebits","","","E","Adventure, First Person Shooter","","7.9","2009-01-06","Konami","1","United States","Handheld Console","Cartridge","No","0","Snap Case","1","$19.99","$19.99","2011-08-10","Complete In Case","???","083717241515","1495405","2019-01-11 19:44:14",Collection
"Wii","Complete in Case","Konami","No","Elebits","","","E","First Person Shooter","","8.3","2006-12-12","Konami","4","Canada","Motion Sensing Remote","DVD","","1","Snap Case","1","","","","Complete In Case","","083717400516","1335373","2023-09-30 15:22:19",Collection
